rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
9858	MAP3K8	mitogen-activated protein kinase kinase kinase 8	1432	171	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9859	MAP3K9	mitogen-activated protein kinase kinase kinase 9	3405	89	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9860	MAP4	microtubule-associated protein 4	4896	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9861	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	2688	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9862	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	2589	137	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9863	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3	2819	186	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9864	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	4113	97	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9865	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	2661	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9866	MAP6D1	MAP6 domain containing 1	610	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9867	MAP7	microtubule-associated protein 7	2318	176	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9868	MAP7D1	MAP7 domain containing 1	2590	222	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9869	MAP7D2	MAP7 domain containing 2	2386	33	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9870	MAP7D3	MAP7 domain containing 3	2721	126	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9871	MAP9	microtubule-associated protein 9	1996	416	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9872	MAPK10	mitogen-activated protein kinase 10	1452	204	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9873	MAPK11	mitogen-activated protein kinase 11	1141	473	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9874	MAPK12	mitogen-activated protein kinase 12	1148	691	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9875	MAPK13	mitogen-activated protein kinase 13	1144	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9876	MAPK14	mitogen-activated protein kinase 14	1264	334	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9877	MAPK15	mitogen-activated protein kinase 15	1689	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9878	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1-like	750	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9879	MAPK3	mitogen-activated protein kinase 3	1229	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9880	MAPK4	mitogen-activated protein kinase 4	1780	71	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9881	MAPK6	mitogen-activated protein kinase 6	2182	162	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9882	MAPK7	mitogen-activated protein kinase 7	2475	89	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9883	MAPK8	mitogen-activated protein kinase 8	1407	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9884	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1	2180	794	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9885	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2	2606	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9886	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	4151	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9887	MAPK9	mitogen-activated protein kinase 9	1439	47	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9888	MAPKAP1	mitogen-activated protein kinase associated protein 1	1629	187	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9889	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	1295	448	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9890	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	1189	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9891	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5	1474	87	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9892	MAPKBP1	mitogen-activated protein kinase binding protein 1	4665	180	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9893	MAPKSP1		399	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9894	MAPRE1	microtubule-associated protein, RP/EB family, member 1	831	92	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9895	MAPRE2	microtubule-associated protein, RP/EB family, member 2	1100	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9896	MAPRE3	microtubule-associated protein, RP/EB family, member 3	870	148	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9897	MAPT	microtubule-associated protein tau	2387	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9898	MARCH1	membrane-associated ring finger (C3HC4) 1	1003	581	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9899	MARCH10	membrane-associated ring finger (C3HC4) 10	2467	515	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9900	MARCH11	membrane-associated ring finger (C3HC4) 11	1221	124	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9901	MARCH2	membrane-associated ring finger (C3HC4) 2	757	75	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9902	MARCH3	membrane-associated ring finger (C3HC4) 3	778	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9903	MARCH4	membrane-associated ring finger (C3HC4) 4	1245	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9904	MARCH5	membrane-associated ring finger (C3HC4) 5	857	891	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9905	MARCH6	membrane-associated ring finger (C3HC4) 6	2833	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9906	MARCH7	membrane-associated ring finger (C3HC4) 7	2151	232	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9907	MARCH8	membrane-associated ring finger (C3HC4) 8	900	259	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9908	MARCH9	membrane-associated ring finger (C3HC4) 9	1053	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9909	MARCKS	myristoylated alanine-rich protein kinase C substrate	1003	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9910	MARCKSL1	MARCKS-like 1	592	93	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9911	MARCO	macrophage receptor with collagenous structure	1627	302	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9912	MARK1	MAP/microtubule affinity-regulating kinase 1	2456	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9913	MARK2	MAP/microtubule affinity-regulating kinase 2	2439	114	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9914	MARK3	MAP/microtubule affinity-regulating kinase 3	2330	220	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9915	MARK4	MAP/microtubule affinity-regulating kinase 4	2137	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9916	MARS	methionyl-tRNA synthetase	2789	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9917	MARS2	methionyl-tRNA synthetase 2, mitochondrial	1784	84	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9918	MARVELD2	MARVEL domain containing 2	1701	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9919	MARVELD3	MARVEL domain containing 3	1856	87	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9920	MAS1	MAS1 oncogene	980	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9921	MAS1L	MAS1 oncogene-like	1135	538	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9922	MASP1	mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)	3101	26	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9923	MASP2	mannan-binding lectin serine peptidase 2	2119	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9924	MAST1	microtubule associated serine/threonine kinase 1	4815	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9925	MAST2	microtubule associated serine/threonine kinase 2	5511	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9926	MAST3	microtubule associated serine/threonine kinase 3	4034	82	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9927	MAST4	microtubule associated serine/threonine kinase family member 4	8114	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9928	MASTL	microtubule associated serine/threonine kinase-like	2684	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9929	MAT2A	methionine adenosyltransferase II, alpha	1220	350	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9930	MAT2B	methionine adenosyltransferase II, beta	1061	712	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9931	MATK	megakaryocyte-associated tyrosine kinase	1653	102	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9932	MATN1	matrilin 1, cartilage matrix protein	1521	799	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9933	MATN2	matrilin 2	2943	94	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9934	MATN3	matrilin 3	1491	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9935	MATN4	matrilin 4	1782	191	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9936	MATR3	matrin 3	2596	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9937	MAVS	mitochondrial antiviral signaling protein	1647	358	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9938	MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	1659	100	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9939	MB	myoglobin	479	270	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9940	MBD1	methyl-CpG binding domain protein 1	2074	341	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9941	MBD2	methyl-CpG binding domain protein 2	1469	887	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9942	MBD3	methyl-CpG binding domain protein 3	898	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9943	MBD3L1	methyl-CpG binding domain protein 3-like 1	589	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9944	MBD4	methyl-CpG binding domain protein 4	1771	152	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9945	MBD5	methyl-CpG binding domain protein 5	4521	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9946	MBD6	methyl-CpG binding domain protein 6	3056	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9947	MBIP	MAP3K12 binding inhibitory protein 1	1069	509	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9948	MBL2	mannose-binding lectin (protein C) 2, soluble (opsonic defect)	761	296	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9949	MBLAC1	metallo-beta-lactamase domain containing 1	805	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9950	MBLAC2	metallo-beta-lactamase domain containing 2	844	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9951	MBNL1	muscleblind-like (Drosophila)	1307	702	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9952	MBNL2	muscleblind-like 2 (Drosophila)	1245	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9953	MBNL3	muscleblind-like 3 (Drosophila)	1195	174	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9954	MBOAT2	membrane bound O-acyltransferase domain containing 2	1611	486	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9955	MBOAT7	membrane bound O-acyltransferase domain containing 7	1449	934	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9956	MBP	myelin basic protein	1045	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9957	MBTD1	mbt domain containing 1	1947	452	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9958	MBTPS2	membrane-bound transcription factor peptidase, site 2	1600	952	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9959	MC1R	melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)	954	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9960	MC2R	melanocortin 2 receptor (adrenocorticotropic hormone)	894	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9961	MC3R	melanocortin 3 receptor	972	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9962	MC4R	melanocortin 4 receptor	1001	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9963	MC5R	melanocortin 5 receptor	978	620	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9964	MCAM	melanoma cell adhesion molecule	2003	156	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9965	MCART1	mitochondrial carrier triple repeat 1	900	271	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9966	MCART6	mitochondrial carrier triple repeat 6	928	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9967	MCAT	malonyl CoA:ACP acyltransferase (mitochondrial)	1187	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9968	MCC	mutated in colorectal cancers	3191	140	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9969	MCCC1	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)	2250	360	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9970	MCCC2	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)	1756	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9971	MCCD1	mitochondrial coiled-coil domain 1	366	123	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9972	MCEE	methylmalonyl CoA epimerase	543	275	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9973	MCF2	MCF.2 cell line derived transforming sequence	3199	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9974	MCF2L	MCF.2 cell line derived transforming sequence-like	3760	274	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9975	MCF2L2	MCF.2 cell line derived transforming sequence-like 2	3463	57	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9976	MCFD2	multiple coagulation factor deficiency 2	639	258	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9977	MCHR1	melanin-concentrating hormone receptor 1	1273	107	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9978	MCL1	myeloid cell leukemia sequence 1 (BCL2-related)	1072	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9979	MCM2	minichromosome maintenance complex component 2	2777	88	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9980	MCM3	minichromosome maintenance complex component 3	2491	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9981	MCM3AP	minichromosome maintenance complex component 3 associated protein	6053	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9982	MCM4	minichromosome maintenance complex component 4	2656	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9983	MCM5	minichromosome maintenance complex component 5	2269	209	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9984	MCM6	minichromosome maintenance complex component 6	2532	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9985	MCM7	minichromosome maintenance complex component 7	2216	374	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9986	MCM8	minichromosome maintenance complex component 8	2595	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9987	MCM9	minichromosome maintenance complex component 9	1200	229	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9988	MCOLN1	mucolipin 1	1795	80	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9989	MCOLN2	mucolipin 2	1753	664	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9990	MCOLN3	mucolipin 3	1710	394	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9991	MCPH1	microcephalin 1	2568	79	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9992	MCRS1	microspherule protein 1	1492	499	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9993	MCTP1	multiple C2 domains, transmembrane 1	3147	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9994	MCTP2	multiple C2 domains, transmembrane 2	2797	174	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9995	MCTS1	malignant T cell amplified sequence 1	582	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9996	MDC1	mediator of DNA damage checkpoint 1	6326	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9997	MDFIC	MyoD family inhibitor domain containing	1124	143	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9998	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1	2932	385	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9999	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2	2935	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10000	MDH1	malate dehydrogenase 1, NAD (soluble)	1039	59	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10001	MDH2	malate dehydrogenase 2, NAD (mitochondrial)	1051	673	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10002	MDK	midkine (neurite growth-promoting factor 2)	447	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10003	MDM1	Mdm1 nuclear protein homolog (mouse)	2366	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10004	MDM4	Mdm4 p53 binding protein homolog (mouse)	1513	428	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10005	MDN1	MDN1, midasin homolog (yeast)	17195	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10006	MDP1	magnesium-dependent phosphatase 1	557	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10007	ME1	malic enzyme 1, NADP(+)-dependent, cytosolic	1771	359	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10008	ME2	malic enzyme 2, NAD(+)-dependent, mitochondrial	1815	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10009	ME3	malic enzyme 3, NADP(+)-dependent, mitochondrial	1871	267	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10010	MEA1	male-enhanced antigen 1	572	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10011	MEAF6	MYST/Esa1-associated factor 6	636	117	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10012	MECOM	MDS1 and EVI1 complex locus	3796	157	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10013	MECP2	methyl CpG binding protein 2 (Rett syndrome)	1539	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10014	MED1	mediator complex subunit 1	4810	119	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10015	MED10	mediator complex subunit 10	422	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10016	MED11	mediator complex subunit 11	364	128	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10017	MED12L	mediator complex subunit 12-like	6608	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10018	MED13	mediator complex subunit 13	6643	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10019	MED13L	mediator complex subunit 13-like	6755	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10020	MED15	mediator complex subunit 15	2437	159	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10021	MED16	mediator complex subunit 16	2694	292	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10022	MED17	mediator complex subunit 17	2000	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10023	MED18	mediator complex subunit 18	635	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10024	MED19	mediator complex subunit 19	599	160	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10025	MED20	mediator complex subunit 20	651	689	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10026	MED22	mediator complex subunit 22	627	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10027	MED23	mediator complex subunit 23	4246	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10028	MED24	mediator complex subunit 24	3074	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10029	MED25	mediator complex subunit 25	2316	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10030	MED26	mediator complex subunit 26	1811	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10031	MED27	mediator complex subunit 27	966	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10032	MED28	mediator complex subunit 28	551	668	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10033	MED29	mediator complex subunit 29	680	120	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10034	MED30	mediator complex subunit 30	549	115	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10035	MED31	mediator complex subunit 31	408	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10036	MED4	mediator complex subunit 4	839	119	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10037	MED6	mediator complex subunit 6	771	569	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10038	MED7	mediator complex subunit 7	706	278	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10039	MED8	mediator complex subunit 8	938	417	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10040	MED9	mediator complex subunit 9	447	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10041	MEF2A	myocyte enhancer factor 2A	1696	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10042	MEF2B	myocyte enhancer factor 2B	1241	958	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10043	MEF2C	myocyte enhancer factor 2C	1600	922	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10044	MEF2D	myocyte enhancer factor 2D	1606	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10045	MEGF11	multiple EGF-like-domains 11	3223	165	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10046	MEGF6	multiple EGF-like-domains 6	4770	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10047	MEGF8	multiple EGF-like-domains 8	8497	166	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10048	MEGF9	multiple EGF-like-domains 9	1948	493	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10049	MEI1	meiosis inhibitor 1	3947	135	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10050	MEIG1	meiosis expressed gene 1 homolog (mouse)	275	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10051	MEIS1	Meis homeobox 1	1221	775	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10052	MEIS2	Meis homeobox 2	1546	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10053	MEIS3	Meis homeobox 3	1314	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10054	MELK	maternal embryonic leucine zipper kinase	2024	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10055	MEMO1	mediator of cell motility 1	926	411	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10056	MEN1	multiple endocrine neoplasia I	1884	133	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10057	MEOX1	mesenchyme homeobox 1	775	651	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10058	MEOX2	mesenchyme homeobox 2	923	124	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10059	MEP1A	meprin A, alpha (PABA peptide hydrolase)	2295	108	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10060	MEP1B	meprin A, beta	2164	71	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10061	MEPCE	methylphosphate capping enzyme	2082	177	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10062	MERTK	c-mer proto-oncogene tyrosine kinase	3072	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10063	MESDC1	mesoderm development candidate 1	1089	478	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10064	MESDC2	mesoderm development candidate 2	715	738	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10065	MESP1	mesoderm posterior 1 homolog (mouse)	813	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10066	MESP2	mesoderm posterior 2 homolog (mouse)	1198	247	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10067	MEST	mesoderm specific transcript homolog (mouse)	1052	814	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10068	MET	met proto-oncogene (hepatocyte growth factor receptor)	4307	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10069	METAP1	methionyl aminopeptidase 1	1201	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10070	METAP2	methionyl aminopeptidase 2	1477	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10071	METRN	meteorin, glial cell differentiation regulator	896	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10072	METRNL	meteorin, glial cell differentiation regulator-like	948	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10073	METT10D	methyltransferase 10 domain containing	1723	109	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10074	METT11D1	methyltransferase 11 domain containing 1	1492	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10075	METT5D1	methyltransferase 5 domain containing 1	1294	899	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10076	METTL1	methyltransferase like 1	853	123	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10077	METTL10	methyltransferase like 10	903	91	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10078	METTL11A		684	505	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10079	METTL12	methyltransferase like 12	727	538	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10080	METTL13	methyltransferase like 13	2128	216	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10081	METTL14	methyltransferase like 14	1411	898	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10082	METTL2A	methyltransferase like 2A	1171	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10083	METTL2B	methyltransferase like 2B	1171	335	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
